No devices were found
Environment created
Box(-1.0, 1.0, (8,), float32) Box(-inf, inf, (105,), float64)
Loading Initial saved model
Model loaded
Starting evaluation
5000
---------------------------------
Searching empty space policies
(10, 11472)
(210, 11472)
(210, 11472)
avg return on 5 trajectories of agent147: 963.3917435999999
avg return on 5 trajectories of agent148: 1725.610006
avg return on 5 trajectories of agent149: 1572.0847418
avg return on 5 trajectories of agent150: 1866.9209236000002
avg return on 5 trajectories of agent151: 1468.252256
avg return on 5 trajectories of agent152: 1675.7692502000002
avg return on 5 trajectories of agent153: 1820.4676364
avg return on 5 trajectories of agent154: 1784.7466042
avg return on 5 trajectories of agent155: 1354.4062417999999
avg return on 5 trajectories of agent156: 1710.3758335999999
avg return on 5 trajectories of agent157: 1674.6229686000001
avg return on 5 trajectories of agent158: 1519.4703796
avg return on 5 trajectories of agent159: 1580.5001338
avg return on 5 trajectories of agent160: 1385.4258782
avg return on 5 trajectories of agent161: 1611.3398118
avg return on 5 trajectories of agent162: 1617.7883688
avg return on 5 trajectories of agent163: 1294.1653860000001
avg return on 5 trajectories of agent164: 1367.0999491999999
avg return on 5 trajectories of agent165: 1491.8070446
avg return on 5 trajectories of agent166: 1456.9366857999999
avg return on 5 trajectories of agent167: 1543.6141254
avg return on 5 trajectories of agent168: 1401.2811422
avg return on 5 trajectories of agent169: 1792.587814
avg return on 5 trajectories of agent170: 1686.8979962
avg return on 5 trajectories of agent171: 1668.7503359999998
avg return on 5 trajectories of agent172: 1625.9438106000002
avg return on 5 trajectories of agent173: 1682.716835
avg return on 5 trajectories of agent174: 1754.5783342000002
avg return on 5 trajectories of agent175: 1779.5665914
avg return on 5 trajectories of agent176: 1854.6193489999998
avg return on 5 trajectories of agent177: 1460.8868566
avg return on 5 trajectories of agent178: 1652.8189275999998
avg return on 5 trajectories of agent179: 1226.5121073999999
avg return on 5 trajectories of agent180: 1336.1137416
avg return on 5 trajectories of agent181: 1452.4161512
avg return on 5 trajectories of agent182: 1488.9611808
avg return on 5 trajectories of agent183: 1618.121128
avg return on 5 trajectories of agent184: 1469.2560508
avg return on 5 trajectories of agent185: 1461.4532146000001
avg return on 5 trajectories of agent186: 1408.0774562
avg return on 5 trajectories of agent187: 1466.5521092
avg return on 5 trajectories of agent188: 1473.1320961999998
avg return on 5 trajectories of agent189: 1403.3559908
avg return on 5 trajectories of agent190: 1248.906743
avg return on 5 trajectories of agent191: 1427.1879906000001
avg return on 5 trajectories of agent192: 1812.1658474
avg return on 5 trajectories of agent193: 1750.7418638
avg return on 5 trajectories of agent194: 1203.9133606
avg return on 5 trajectories of agent195: 1613.2823396
avg return on 5 trajectories of agent196: 1357.5853704
avg return on 5 trajectories of agent197: 1270.3208227999999
avg return on 5 trajectories of agent198: 1544.9744458
avg return on 5 trajectories of agent199: 1809.1172728000001
avg return on 5 trajectories of agent200: 1278.2163687999998
avg return on 5 trajectories of agent201: 1325.8689164
avg return on 5 trajectories of agent202: 1492.6516928
avg return on 5 trajectories of agent203: 1680.7149773999997
avg return on 5 trajectories of agent204: 1642.5363046000002
avg return on 5 trajectories of agent205: 1537.634767
avg return on 5 trajectories of agent206: 1642.2764763999999
avg return on 5 trajectories of agent207: 1544.8619377999999
avg return on 5 trajectories of agent208: 1653.7162165999998
avg return on 5 trajectories of agent209: 1571.9723798000002
Pearson correlation coefficient: -0.5929511514365783
Spearman correlation coefficient: -0.5574476907477656
the best agent: 106, avg policy: 1938.7821358
5019
---------------------------------
Searching empty space policies
(10, 11472)
(210, 11472)
(210, 11472)
Average distance of agents to nearest neighbors: 0.014946093863478341
avg return on 5 trajectories of agent0: 1687.8904773999998
avg return on 5 trajectories of agent1: 1244.9023237999997
avg return on 5 trajectories of agent2: 1898.1399152
avg return on 5 trajectories of agent3: 1409.0051835999998
avg return on 5 trajectories of agent4: 1355.99139
avg return on 5 trajectories of agent5: 994.2360302
avg return on 5 trajectories of agent6: 1187.315496
avg return on 5 trajectories of agent7: 1268.6953882
avg return on 5 trajectories of agent8: 1478.21874
avg return on 5 trajectories of agent9: 1643.7918750000001
avg return on 5 trajectories of agent10: 1472.0365084
avg return on 5 trajectories of agent11: 1380.5648188
avg return on 5 trajectories of agent12: 1439.6031461999999
avg return on 5 trajectories of agent13: 1329.4315754000002
avg return on 5 trajectories of agent14: 1247.0383402
avg return on 5 trajectories of agent15: 1267.6128272
avg return on 5 trajectories of agent16: 1110.6950884000003
avg return on 5 trajectories of agent17: 1004.7148970000002
avg return on 5 trajectories of agent18: 1301.2861286
avg return on 5 trajectories of agent19: 883.9503113999999
avg return on 5 trajectories of agent20: 1143.0591558
avg return on 5 trajectories of agent21: 1529.992648
avg return on 5 trajectories of agent22: 1646.9501056000001
avg return on 5 trajectories of agent23: 1593.6946756
avg return on 5 trajectories of agent24: 1195.900942
avg return on 5 trajectories of agent25: 1535.4550618
avg return on 5 trajectories of agent26: 1578.0768756000002
avg return on 5 trajectories of agent27: 1127.1361886
avg return on 5 trajectories of agent28: 1739.1866538000002
avg return on 5 trajectories of agent29: 1662.1662658
avg return on 5 trajectories of agent30: 1116.7156756
avg return on 5 trajectories of agent31: 1368.6823227999998
avg return on 5 trajectories of agent32: 1153.8966496
avg return on 5 trajectories of agent33: 959.2961081999999
avg return on 5 trajectories of agent34: 1248.6096096
avg return on 5 trajectories of agent35: 1180.5215204
avg return on 5 trajectories of agent36: 1330.3294701999998
avg return on 5 trajectories of agent37: 1395.5249368
avg return on 5 trajectories of agent38: 1040.1837588
avg return on 5 trajectories of agent39: 1490.4703254
avg return on 5 trajectories of agent40: 1169.5556368
avg return on 5 trajectories of agent41: 1351.1942596
avg return on 5 trajectories of agent42: 1258.0756102
avg return on 5 trajectories of agent43: 1748.5480954
avg return on 5 trajectories of agent44: 1771.0920196
avg return on 5 trajectories of agent45: 1579.8186161999997
avg return on 5 trajectories of agent46: 1206.6250386
avg return on 5 trajectories of agent47: 1651.4265272
avg return on 5 trajectories of agent48: 1466.3492238
avg return on 5 trajectories of agent49: 1445.7125363999999
avg return on 5 trajectories of agent50: 1368.3202
avg return on 5 trajectories of agent51: 1342.5321413999998
avg return on 5 trajectories of agent52: 1711.7960608
avg return on 5 trajectories of agent53: 1520.8719475999999
avg return on 5 trajectories of agent54: 1117.1134096
avg return on 5 trajectories of agent55: 899.006632
avg return on 5 trajectories of agent56: 1464.7210608
avg return on 5 trajectories of agent57: 1681.2276557999999
avg return on 5 trajectories of agent58: 1469.5524504
avg return on 5 trajectories of agent59: 1192.2894516000001
avg return on 5 trajectories of agent60: 1518.7467714
avg return on 5 trajectories of agent61: 996.0124323999999
avg return on 5 trajectories of agent62: 1322.9234464
avg return on 5 trajectories of agent63: 1422.004755
avg return on 5 trajectories of agent64: 2037.391936
avg return on 5 trajectories of agent65: 1579.3220518
avg return on 5 trajectories of agent66: 1835.7287722
avg return on 5 trajectories of agent67: 1878.1064856
avg return on 5 trajectories of agent68: 1830.7152058
avg return on 5 trajectories of agent69: 1627.8020906
avg return on 5 trajectories of agent70: 1513.8584122
avg return on 5 trajectories of agent71: 1601.012791
avg return on 5 trajectories of agent72: 1705.4601856000002
avg return on 5 trajectories of agent73: 1636.1140314
avg return on 5 trajectories of agent74: 1599.1493868000002
avg return on 5 trajectories of agent75: 1611.9067005999998
avg return on 5 trajectories of agent76: 1442.0117890000001
avg return on 5 trajectories of agent77: 1164.4967348000002
avg return on 5 trajectories of agent78: 1180.4392768
avg return on 5 trajectories of agent79: 1147.7192942
avg return on 5 trajectories of agent80: 912.7433022000001
avg return on 5 trajectories of agent81: 1024.7598303999998
avg return on 5 trajectories of agent82: 654.3076088
avg return on 5 trajectories of agent83: 483.5543666
avg return on 5 trajectories of agent84: 1326.7887796
avg return on 5 trajectories of agent85: 1749.7028320000002
avg return on 5 trajectories of agent86: 1420.1399251999999
avg return on 5 trajectories of agent87: 1889.5956709999998
avg return on 5 trajectories of agent88: 1920.8157882
avg return on 5 trajectories of agent89: 1836.624785
avg return on 5 trajectories of agent90: 1897.1089434
avg return on 5 trajectories of agent91: 1881.6989351999996
avg return on 5 trajectories of agent92: 1683.7756547999998
avg return on 5 trajectories of agent93: 1634.2132173999998
avg return on 5 trajectories of agent94: 1500.6817446
avg return on 5 trajectories of agent95: 1700.2698252000002
avg return on 5 trajectories of agent96: 1632.7010854
avg return on 5 trajectories of agent97: 1587.7293586
avg return on 5 trajectories of agent98: 1483.3579909999999
avg return on 5 trajectories of agent99: 1435.2710988000003
avg return on 5 trajectories of agent100: 1461.810348
avg return on 5 trajectories of agent101: 1408.2737026000002
avg return on 5 trajectories of agent102: 1365.545783
avg return on 5 trajectories of agent103: 1320.2363696
avg return on 5 trajectories of agent104: 1277.3884842000002
avg return on 5 trajectories of agent105: 1042.6971226
avg return on 5 trajectories of agent106: 1665.4754944000001
avg return on 5 trajectories of agent107: 1984.3484735999998
avg return on 5 trajectories of agent108: 1901.3599066
avg return on 5 trajectories of agent109: 2037.4211476000005
avg return on 5 trajectories of agent110: 1745.0682485999998
avg return on 5 trajectories of agent111: 1782.3512230000001
avg return on 5 trajectories of agent112: 1882.0486458
avg return on 5 trajectories of agent113: 1827.093217
avg return on 5 trajectories of agent114: 1750.2173264
avg return on 5 trajectories of agent115: 1711.4020517999998
avg return on 5 trajectories of agent116: 1553.4581428
avg return on 5 trajectories of agent117: 1327.3812126
avg return on 5 trajectories of agent118: 1727.0500368
avg return on 5 trajectories of agent119: 1561.2655267999999
avg return on 5 trajectories of agent120: 1135.094119
avg return on 5 trajectories of agent121: 1409.3983490000003
avg return on 5 trajectories of agent122: 993.6723502000001
avg return on 5 trajectories of agent123: 1221.6400778
avg return on 5 trajectories of agent124: 771.6645368000001
avg return on 5 trajectories of agent125: 1093.3114196000001
avg return on 5 trajectories of agent126: 1266.4352388
avg return on 5 trajectories of agent127: 1757.8514246
avg return on 5 trajectories of agent128: 1224.2499604
avg return on 5 trajectories of agent129: 1253.1334548
avg return on 5 trajectories of agent130: 1083.6084946
avg return on 5 trajectories of agent131: 1595.9579232
avg return on 5 trajectories of agent132: 943.2615165999999
avg return on 5 trajectories of agent133: 1559.1095016
avg return on 5 trajectories of agent134: 817.8198565999999
avg return on 5 trajectories of agent135: 989.3219046
avg return on 5 trajectories of agent136: 638.2420798
avg return on 5 trajectories of agent137: 510.9383452000001
avg return on 5 trajectories of agent138: 544.1739678
avg return on 5 trajectories of agent139: 708.2937456000001
avg return on 5 trajectories of agent140: 347.4042784
avg return on 5 trajectories of agent141: 796.101817
avg return on 5 trajectories of agent142: 617.8072208000001
avg return on 5 trajectories of agent143: 362.9734306
avg return on 5 trajectories of agent144: 675.2774846
avg return on 5 trajectories of agent145: 613.1154778
avg return on 5 trajectories of agent146: 582.1502217999999
avg return on 5 trajectories of agent147: 1555.9618058
avg return on 5 trajectories of agent148: 1388.8007684
avg return on 5 trajectories of agent149: 1357.3371456
avg return on 5 trajectories of agent150: 984.5168612000001
avg return on 5 trajectories of agent151: 1549.712773
avg return on 5 trajectories of agent152: 1855.5659887999998
avg return on 5 trajectories of agent153: 1965.2162314000002
avg return on 5 trajectories of agent154: 1448.1492896
avg return on 5 trajectories of agent155: 1498.1260770000001
avg return on 5 trajectories of agent156: 1597.563155
avg return on 5 trajectories of agent157: 1390.2931629999998
avg return on 5 trajectories of agent158: 1177.0922397999998
avg return on 5 trajectories of agent159: 1310.7096298000001
avg return on 5 trajectories of agent160: 1153.0326476
avg return on 5 trajectories of agent161: 911.1798286
avg return on 5 trajectories of agent162: 985.2119415999999
avg return on 5 trajectories of agent163: 1152.0129914000001
avg return on 5 trajectories of agent164: 1216.4307868
avg return on 5 trajectories of agent165: 1073.968254
avg return on 5 trajectories of agent166: 739.8883552
avg return on 5 trajectories of agent167: 635.0767432
avg return on 5 trajectories of agent168: 1322.8290582
avg return on 5 trajectories of agent169: 1789.0881578
avg return on 5 trajectories of agent170: 1675.4995018000002
avg return on 5 trajectories of agent171: 1869.005995
avg return on 5 trajectories of agent172: 1641.8976102000001
avg return on 5 trajectories of agent173: 1764.9100174
avg return on 5 trajectories of agent174: 1603.2271108
avg return on 5 trajectories of agent175: 1692.7466756000001
avg return on 5 trajectories of agent176: 1442.693814
avg return on 5 trajectories of agent177: 1689.3202718
avg return on 5 trajectories of agent178: 1387.9979938
avg return on 5 trajectories of agent179: 1517.94559
avg return on 5 trajectories of agent180: 1071.3962272
avg return on 5 trajectories of agent181: 1290.4256748
avg return on 5 trajectories of agent182: 783.7051444000001
avg return on 5 trajectories of agent183: 1110.1940324
avg return on 5 trajectories of agent184: 1158.7648682000001
avg return on 5 trajectories of agent185: 992.5114888
avg return on 5 trajectories of agent186: 1199.3998139999999
avg return on 5 trajectories of agent187: 998.1162205999999
avg return on 5 trajectories of agent188: 891.4663244
avg return on 5 trajectories of agent189: 1226.4953183999999
avg return on 5 trajectories of agent190: 1512.3759362
avg return on 5 trajectories of agent191: 1778.242068
avg return on 5 trajectories of agent192: 1346.778402
avg return on 5 trajectories of agent193: 1314.5720006000001
avg return on 5 trajectories of agent194: 1445.4946286
avg return on 5 trajectories of agent195: 1709.1217960000001
avg return on 5 trajectories of agent196: 1272.3873612
avg return on 5 trajectories of agent197: 1564.2369754
avg return on 5 trajectories of agent198: 1742.8335668
avg return on 5 trajectories of agent199: 1189.8983686
avg return on 5 trajectories of agent200: 689.2877977999999
avg return on 5 trajectories of agent201: 1113.8979032
avg return on 5 trajectories of agent202: 1178.9376366000001
avg return on 5 trajectories of agent203: 1259.0530918
avg return on 5 trajectories of agent204: 989.1632624
avg return on 5 trajectories of agent205: 814.3369918000001
avg return on 5 trajectories of agent206: 1193.7609916
avg return on 5 trajectories of agent207: 838.7366972
avg return on 5 trajectories of agent208: 767.3877905999999
avg return on 5 trajectories of agent209: 885.1642428000001
Pearson correlation coefficient: -0.5029473450502556
Spearman correlation coefficient: -0.5426744370620649
the best agent: 109, avg policy: 2037.4211476000005
5020
---------------------------------
Searching empty space policies
(10, 11472)
(210, 11472)
(210, 11472)
Average distance of agents to nearest neighbors: 0.014898261606342441
avg return on 5 trajectories of agent0: 1720.3713272
avg return on 5 trajectories of agent1: 1451.7470853999998
avg return on 5 trajectories of agent2: 1814.2494513999998
avg return on 5 trajectories of agent3: 1806.2542589999998
avg return on 5 trajectories of agent4: 1715.609
avg return on 5 trajectories of agent5: 1948.9031169999998
avg return on 5 trajectories of agent6: 2041.0695216
avg return on 5 trajectories of agent7: 1722.4374830000002
avg return on 5 trajectories of agent8: 1907.5705846
avg return on 5 trajectories of agent9: 1805.5416038000003
avg return on 5 trajectories of agent10: 1695.6202922
avg return on 5 trajectories of agent11: 1684.6895960000002
avg return on 5 trajectories of agent12: 1543.5338328
avg return on 5 trajectories of agent13: 1483.7871854
avg return on 5 trajectories of agent14: 1478.77331
avg return on 5 trajectories of agent15: 1552.1611202
avg return on 5 trajectories of agent16: 1577.9306244
avg return on 5 trajectories of agent17: 1468.9720298000002
avg return on 5 trajectories of agent18: 1514.9641448
avg return on 5 trajectories of agent19: 1502.3581676
avg return on 5 trajectories of agent20: 1176.718715
avg return on 5 trajectories of agent21: 1633.8722084
avg return on 5 trajectories of agent22: 1969.5889255999998
avg return on 5 trajectories of agent23: 1664.1608184000002
avg return on 5 trajectories of agent24: 1300.4467436
avg return on 5 trajectories of agent25: 1941.2813386000003
avg return on 5 trajectories of agent26: 1931.9268586000003
avg return on 5 trajectories of agent27: 1693.2446605999999
avg return on 5 trajectories of agent28: 1846.44169
avg return on 5 trajectories of agent29: 1840.2423732
avg return on 5 trajectories of agent30: 1715.1112123999999
avg return on 5 trajectories of agent31: 1698.3679602
avg return on 5 trajectories of agent32: 1708.0394831999997
avg return on 5 trajectories of agent33: 1626.901183
avg return on 5 trajectories of agent34: 1469.392748
avg return on 5 trajectories of agent35: 1539.0172458000002
avg return on 5 trajectories of agent36: 1536.4502704000001
avg return on 5 trajectories of agent37: 1266.3724562
avg return on 5 trajectories of agent38: 1508.9198436000001
avg return on 5 trajectories of agent39: 1596.8526405999999
avg return on 5 trajectories of agent40: 1476.8109766000002
avg return on 5 trajectories of agent41: 1506.7411050000003
avg return on 5 trajectories of agent42: 1867.054202
avg return on 5 trajectories of agent43: 1995.1706697999998
avg return on 5 trajectories of agent44: 1923.9204122000003
avg return on 5 trajectories of agent45: 1746.1995756000001
avg return on 5 trajectories of agent46: 1629.7921828
avg return on 5 trajectories of agent47: 1937.9823062
avg return on 5 trajectories of agent48: 1996.9531213999999
avg return on 5 trajectories of agent49: 1883.069242
avg return on 5 trajectories of agent50: 1812.0849802
avg return on 5 trajectories of agent51: 1894.2848146000001
avg return on 5 trajectories of agent52: 1777.803461
avg return on 5 trajectories of agent53: 1855.2225778
avg return on 5 trajectories of agent54: 1711.4325442000002
avg return on 5 trajectories of agent55: 1787.5599011999998
avg return on 5 trajectories of agent56: 1584.999376
avg return on 5 trajectories of agent57: 1600.2604936
avg return on 5 trajectories of agent58: 1540.8400852
avg return on 5 trajectories of agent59: 1419.1808110000002
avg return on 5 trajectories of agent60: 1481.7709618000001
avg return on 5 trajectories of agent61: 1407.2279052
avg return on 5 trajectories of agent62: 1349.7698020000003
avg return on 5 trajectories of agent63: 1735.9200738
avg return on 5 trajectories of agent64: 1958.515693
avg return on 5 trajectories of agent65: 1875.2455512000001
avg return on 5 trajectories of agent66: 1725.9726710000002
avg return on 5 trajectories of agent67: 1920.0841180000002
avg return on 5 trajectories of agent68: 1824.9775918
avg return on 5 trajectories of agent69: 1372.5815456
avg return on 5 trajectories of agent70: 1362.4620929999999
avg return on 5 trajectories of agent71: 1657.7729976000003
avg return on 5 trajectories of agent72: 1711.057519
avg return on 5 trajectories of agent73: 1626.8649994
avg return on 5 trajectories of agent74: 1325.0444837999999
avg return on 5 trajectories of agent75: 1423.3395383999998
avg return on 5 trajectories of agent76: 1278.7111859999998
avg return on 5 trajectories of agent77: 1336.7981329999998
avg return on 5 trajectories of agent78: 891.7617376000001
avg return on 5 trajectories of agent79: 1256.7137372000002
avg return on 5 trajectories of agent80: 1479.8611162000002
avg return on 5 trajectories of agent81: 837.7689820000002
avg return on 5 trajectories of agent82: 1065.9468588
avg return on 5 trajectories of agent83: 903.8626247999998
avg return on 5 trajectories of agent84: 1542.1336383999999
avg return on 5 trajectories of agent85: 1812.1065712000004
avg return on 5 trajectories of agent86: 1720.5530108000003
avg return on 5 trajectories of agent87: 1956.2100106000003
avg return on 5 trajectories of agent88: 1648.9871566000002
avg return on 5 trajectories of agent89: 1382.4177318
avg return on 5 trajectories of agent90: 1700.7782174
avg return on 5 trajectories of agent91: 1231.9394844
avg return on 5 trajectories of agent92: 1448.742506
avg return on 5 trajectories of agent93: 1742.8786604000002
avg return on 5 trajectories of agent94: 1660.4803514
avg return on 5 trajectories of agent95: 1819.708806
avg return on 5 trajectories of agent96: 1346.4178332
avg return on 5 trajectories of agent97: 1618.7885568
avg return on 5 trajectories of agent98: 1076.6023358
avg return on 5 trajectories of agent99: 1575.2269022
avg return on 5 trajectories of agent100: 1753.4113964
avg return on 5 trajectories of agent101: 1335.2636188000001
avg return on 5 trajectories of agent102: 954.7589317999998
avg return on 5 trajectories of agent103: 1008.2387158000001
avg return on 5 trajectories of agent104: 1324.6768822
avg return on 5 trajectories of agent105: 1233.761591
avg return on 5 trajectories of agent106: 1808.0941527999998
avg return on 5 trajectories of agent107: 1802.5865719999997
avg return on 5 trajectories of agent108: 1843.7635748
avg return on 5 trajectories of agent109: 1584.8071396
avg return on 5 trajectories of agent110: 1686.7472374000001
avg return on 5 trajectories of agent111: 1765.5787895999997
avg return on 5 trajectories of agent112: 1760.0354888000002
avg return on 5 trajectories of agent113: 1650.7742094
avg return on 5 trajectories of agent114: 1587.2323096000002
avg return on 5 trajectories of agent115: 1515.4400632000002
avg return on 5 trajectories of agent116: 1518.7571286
avg return on 5 trajectories of agent117: 1414.0666704
avg return on 5 trajectories of agent118: 1412.454434
avg return on 5 trajectories of agent119: 1360.0823196
avg return on 5 trajectories of agent120: 1310.6571608
avg return on 5 trajectories of agent121: 1238.6055600000002
avg return on 5 trajectories of agent122: 1196.2558986
avg return on 5 trajectories of agent123: 1184.1227293999998
avg return on 5 trajectories of agent124: 1242.380872
avg return on 5 trajectories of agent125: 1269.9565808000002
avg return on 5 trajectories of agent126: 1886.2002404
avg return on 5 trajectories of agent127: 1910.9675591999999
avg return on 5 trajectories of agent128: 1860.967222
avg return on 5 trajectories of agent129: 1311.668929
avg return on 5 trajectories of agent130: 1501.929829
avg return on 5 trajectories of agent131: 1482.8990351999998
avg return on 5 trajectories of agent132: 1584.2900547999998
avg return on 5 trajectories of agent133: 1544.9774077999998
avg return on 5 trajectories of agent134: 1518.0236806
avg return on 5 trajectories of agent135: 1450.0019164
avg return on 5 trajectories of agent136: 1477.6535852000002
avg return on 5 trajectories of agent137: 1204.4006293999998
avg return on 5 trajectories of agent138: 992.9761138000001
avg return on 5 trajectories of agent139: 1174.3036756000001
avg return on 5 trajectories of agent140: 1308.0628126
avg return on 5 trajectories of agent141: 982.397002
avg return on 5 trajectories of agent142: 1137.9023274
avg return on 5 trajectories of agent143: 1255.8639326
avg return on 5 trajectories of agent144: 1247.5213316
avg return on 5 trajectories of agent145: 1050.4505623999999
avg return on 5 trajectories of agent146: 1099.0071732000001
avg return on 5 trajectories of agent147: 1804.5705252
avg return on 5 trajectories of agent148: 1868.2724288000002
avg return on 5 trajectories of agent149: 1921.3154672
avg return on 5 trajectories of agent150: 1743.3087137999999
avg return on 5 trajectories of agent151: 1825.3914958
avg return on 5 trajectories of agent152: 1743.2783258
avg return on 5 trajectories of agent153: 1611.9761246
avg return on 5 trajectories of agent154: 1687.7484302
avg return on 5 trajectories of agent155: 1360.8472046
avg return on 5 trajectories of agent156: 1485.227147
avg return on 5 trajectories of agent157: 1362.0264809999999
avg return on 5 trajectories of agent158: 1389.4502968
avg return on 5 trajectories of agent159: 1359.6045046
avg return on 5 trajectories of agent160: 1340.0870298
avg return on 5 trajectories of agent161: 1373.5743778
avg return on 5 trajectories of agent162: 1334.3939714
avg return on 5 trajectories of agent163: 1426.4703018
avg return on 5 trajectories of agent164: 1259.1779471999998
avg return on 5 trajectories of agent165: 1383.1488074000001
avg return on 5 trajectories of agent166: 1302.8112836
avg return on 5 trajectories of agent167: 1340.8346225999999
avg return on 5 trajectories of agent168: 1391.2152824
avg return on 5 trajectories of agent169: 1386.6509486
avg return on 5 trajectories of agent170: 1895.7419025999995
avg return on 5 trajectories of agent171: 1832.6546942
avg return on 5 trajectories of agent172: 1730.0443928
avg return on 5 trajectories of agent173: 1816.2816188000002
avg return on 5 trajectories of agent174: 1740.487111
avg return on 5 trajectories of agent175: 1614.8900178
avg return on 5 trajectories of agent176: 1581.4038595999998
avg return on 5 trajectories of agent177: 1463.4223688
avg return on 5 trajectories of agent178: 1457.1381716
avg return on 5 trajectories of agent179: 1401.8630564
avg return on 5 trajectories of agent180: 1349.6114296
avg return on 5 trajectories of agent181: 1385.4074276
avg return on 5 trajectories of agent182: 1403.086089
avg return on 5 trajectories of agent183: 1271.4988016
avg return on 5 trajectories of agent184: 1396.0174882
avg return on 5 trajectories of agent185: 1370.7271572
avg return on 5 trajectories of agent186: 1346.8674292
avg return on 5 trajectories of agent187: 1305.3107304
avg return on 5 trajectories of agent188: 1294.9141274
avg return on 5 trajectories of agent189: 1772.3556538
avg return on 5 trajectories of agent190: 1811.697118
avg return on 5 trajectories of agent191: 1750.8859352
avg return on 5 trajectories of agent192: 1958.8674987999998
avg return on 5 trajectories of agent193: 1813.2414099999999
avg return on 5 trajectories of agent194: 1782.1719098
avg return on 5 trajectories of agent195: 1709.2498958
avg return on 5 trajectories of agent196: 1700.9029911999999
avg return on 5 trajectories of agent197: 1628.2588192
avg return on 5 trajectories of agent198: 1625.6848702
avg return on 5 trajectories of agent199: 1478.9995722
avg return on 5 trajectories of agent200: 1502.1822028000001
avg return on 5 trajectories of agent201: 1414.5851844
avg return on 5 trajectories of agent202: 1416.9469808000001
avg return on 5 trajectories of agent203: 1371.7324952000001
avg return on 5 trajectories of agent204: 1345.5361852
avg return on 5 trajectories of agent205: 1350.2159034000001
avg return on 5 trajectories of agent206: 1367.8790152000001
avg return on 5 trajectories of agent207: 1351.6446582
avg return on 5 trajectories of agent208: 1338.8334326
avg return on 5 trajectories of agent209: 1314.4680494
Pearson correlation coefficient: -0.5407363991879612
Spearman correlation coefficient: -0.6247689451979799
the best agent: 6, avg policy: 2041.0695216
5021
---------------------------------
Searching empty space policies
(10, 11472)
(210, 11472)
(210, 11472)
Average distance of agents to nearest neighbors: 0.015027702927855026
avg return on 5 trajectories of agent0: 1525.760642
avg return on 5 trajectories of agent1: 2000.0534678
avg return on 5 trajectories of agent2: 1862.0155844
avg return on 5 trajectories of agent3: 1531.1087276
avg return on 5 trajectories of agent4: 1974.9861734
avg return on 5 trajectories of agent5: 1614.8268560000001
avg return on 5 trajectories of agent6: 1851.2853340000001
avg return on 5 trajectories of agent7: 1646.8725153999999
avg return on 5 trajectories of agent8: 1684.0924372000002
avg return on 5 trajectories of agent9: 1383.064913
avg return on 5 trajectories of agent10: 1668.0016824000002
avg return on 5 trajectories of agent11: 1643.8076646000002
avg return on 5 trajectories of agent12: 1627.8500706
avg return on 5 trajectories of agent13: 1362.3674475999999
avg return on 5 trajectories of agent14: 1439.1079666
avg return on 5 trajectories of agent15: 1247.0603594
avg return on 5 trajectories of agent16: 1436.2793402
avg return on 5 trajectories of agent17: 1269.2031064
avg return on 5 trajectories of agent18: 1256.9619266000002
avg return on 5 trajectories of agent19: 1268.6987852
avg return on 5 trajectories of agent20: 1161.3954056
avg return on 5 trajectories of agent21: 1840.7819304
avg return on 5 trajectories of agent22: 1948.9838742
avg return on 5 trajectories of agent23: 1824.6349335999998
avg return on 5 trajectories of agent24: 1689.9330441999998
avg return on 5 trajectories of agent25: 1887.5531874
avg return on 5 trajectories of agent26: 1815.4936605999999
avg return on 5 trajectories of agent27: 1749.9635116000002
avg return on 5 trajectories of agent28: 1596.2483872
avg return on 5 trajectories of agent29: 1790.4393104000003
avg return on 5 trajectories of agent30: 1380.4859929999998
avg return on 5 trajectories of agent31: 1423.8753998
avg return on 5 trajectories of agent32: 1540.3588350000002
avg return on 5 trajectories of agent33: 1249.4709932
avg return on 5 trajectories of agent34: 1022.3367976
avg return on 5 trajectories of agent35: 1433.4289362
avg return on 5 trajectories of agent36: 1371.1017358000001
avg return on 5 trajectories of agent37: 1651.8862715999999
avg return on 5 trajectories of agent38: 1211.1595204
avg return on 5 trajectories of agent39: 1097.2771050000003
avg return on 5 trajectories of agent40: 1178.024942
avg return on 5 trajectories of agent41: 1251.4487518
avg return on 5 trajectories of agent42: 2035.2217742
avg return on 5 trajectories of agent43: 1758.7799562
avg return on 5 trajectories of agent44: 1943.8208204000002
avg return on 5 trajectories of agent45: 1853.7163962
avg return on 5 trajectories of agent46: 1627.219146
avg return on 5 trajectories of agent47: 1818.7354314
avg return on 5 trajectories of agent48: 1764.3604504
avg return on 5 trajectories of agent49: 1464.4965128
avg return on 5 trajectories of agent50: 1277.6442836
avg return on 5 trajectories of agent51: 1427.1922954
avg return on 5 trajectories of agent52: 1494.0607274
avg return on 5 trajectories of agent53: 1332.650641
avg return on 5 trajectories of agent54: 1317.7353423999998
avg return on 5 trajectories of agent55: 1050.4815
avg return on 5 trajectories of agent56: 846.4898563999999
avg return on 5 trajectories of agent57: 778.9177378
avg return on 5 trajectories of agent58: 1032.9576015999999
avg return on 5 trajectories of agent59: 647.5103516
avg return on 5 trajectories of agent60: 711.7916686000001
avg return on 5 trajectories of agent61: 712.1159064
avg return on 5 trajectories of agent62: 716.8458054
avg return on 5 trajectories of agent63: 1977.660645
avg return on 5 trajectories of agent64: 1862.4706556
