No devices were found
Environment created
Box(-1.0, 1.0, (8,), float32) Box(-inf, inf, (105,), float64)
avg return on 5 trajectories of agent122: 1043.9753252
avg return on 5 trajectories of agent123: 996.8600558
avg return on 5 trajectories of agent124: 971.095422
avg return on 5 trajectories of agent125: 904.628817
avg return on 5 trajectories of agent126: 1164.1170596
avg return on 5 trajectories of agent127: 1072.8620736
avg return on 5 trajectories of agent128: 1121.2912946000001
avg return on 5 trajectories of agent129: 1121.6638398
avg return on 5 trajectories of agent130: 990.5498918
avg return on 5 trajectories of agent131: 1044.8790463999999
avg return on 5 trajectories of agent132: 1034.6317012
avg return on 5 trajectories of agent133: 930.6827836
avg return on 5 trajectories of agent134: 929.0943136
avg return on 5 trajectories of agent135: 951.0960505999999
avg return on 5 trajectories of agent136: 1074.0052666
avg return on 5 trajectories of agent137: 926.936226
avg return on 5 trajectories of agent138: 756.6595508
avg return on 5 trajectories of agent139: 836.7838924
avg return on 5 trajectories of agent140: 750.0317102
avg return on 5 trajectories of agent141: 662.4310680000001
avg return on 5 trajectories of agent142: 661.0078748
avg return on 5 trajectories of agent143: 680.4876574
avg return on 5 trajectories of agent144: 680.7315427999999
avg return on 5 trajectories of agent145: 667.4905038
avg return on 5 trajectories of agent146: 670.1699355999999
avg return on 5 trajectories of agent147: 1026.2794826000002
avg return on 5 trajectories of agent148: 1148.6752714
avg return on 5 trajectories of agent149: 1142.0563182
avg return on 5 trajectories of agent150: 1032.2891806
avg return on 5 trajectories of agent151: 1100.9216124
avg return on 5 trajectories of agent152: 1026.1016531999999
avg return on 5 trajectories of agent153: 990.1015274000001
avg return on 5 trajectories of agent154: 959.722597
avg return on 5 trajectories of agent155: 931.4083652000002
avg return on 5 trajectories of agent156: 1051.7669890000002
avg return on 5 trajectories of agent157: 991.6472389999999
avg return on 5 trajectories of agent158: 978.9559185999999
avg return on 5 trajectories of agent159: 846.2567622
avg return on 5 trajectories of agent160: 772.036591
avg return on 5 trajectories of agent161: 836.2829544
avg return on 5 trajectories of agent162: 739.5496381999999
avg return on 5 trajectories of agent163: 711.7970084
avg return on 5 trajectories of agent164: 685.8128962
avg return on 5 trajectories of agent165: 703.7569857999999
avg return on 5 trajectories of agent166: 693.7682218
avg return on 5 trajectories of agent167: 686.7491036
avg return on 5 trajectories of agent168: 1124.5902382
avg return on 5 trajectories of agent169: 1120.0270572
avg return on 5 trajectories of agent170: 1128.5379082000002
avg return on 5 trajectories of agent171: 1030.0429166000001
avg return on 5 trajectories of agent172: 1020.0562382
avg return on 5 trajectories of agent173: 1075.3476108
avg return on 5 trajectories of agent174: 1110.5784360000002
avg return on 5 trajectories of agent175: 972.2902205999999
avg return on 5 trajectories of agent176: 969.9373378
avg return on 5 trajectories of agent177: 1086.7979438
avg return on 5 trajectories of agent178: 1042.836373
avg return on 5 trajectories of agent179: 983.5207217999999
avg return on 5 trajectories of agent180: 1109.5805014
avg return on 5 trajectories of agent181: 966.6560172
avg return on 5 trajectories of agent182: 985.4344509999999
avg return on 5 trajectories of agent183: 995.6058416
avg return on 5 trajectories of agent184: 705.6468025999999
avg return on 5 trajectories of agent185: 791.8117547999999
avg return on 5 trajectories of agent186: 787.9960927999999
avg return on 5 trajectories of agent187: 733.1134496000001
avg return on 5 trajectories of agent188: 761.2892402
avg return on 5 trajectories of agent189: 1141.6308593999997
avg return on 5 trajectories of agent190: 1116.8216868
avg return on 5 trajectories of agent191: 1034.7847254
avg return on 5 trajectories of agent192: 1052.506238
avg return on 5 trajectories of agent193: 1117.381279
avg return on 5 trajectories of agent194: 949.0353595999999
avg return on 5 trajectories of agent195: 1046.0985414000002
avg return on 5 trajectories of agent196: 1077.2149496000002
avg return on 5 trajectories of agent197: 1024.7683494
avg return on 5 trajectories of agent198: 1042.9442368
avg return on 5 trajectories of agent199: 1086.5103082
avg return on 5 trajectories of agent200: 990.4219936000002
avg return on 5 trajectories of agent201: 1061.4545732000001
avg return on 5 trajectories of agent202: 977.9211874
avg return on 5 trajectories of agent203: 980.8749981999999
avg return on 5 trajectories of agent204: 878.9216058
avg return on 5 trajectories of agent205: 1027.8432428
avg return on 5 trajectories of agent206: 761.1189768000002
avg return on 5 trajectories of agent207: 803.2571290000001
avg return on 5 trajectories of agent208: 950.8903606
avg return on 5 trajectories of agent209: 865.6474088000001
Pearson correlation coefficient: 0.03199135158287188
Spearman correlation coefficient: -0.005244692947361942
the best agent: 18, avg policy: 1306.4282306
5001
---------------------------------
Searching empty space policies
(10, 11472)
(210, 11472)
(210, 11472)
Average distance of agents to nearest neighbors: 0.014744277907809187
avg return on 5 trajectories of agent0: 1220.4620677999999
avg return on 5 trajectories of agent1: 1263.5569698
avg return on 5 trajectories of agent2: 1253.6494522
avg return on 5 trajectories of agent3: 1034.6870786
avg return on 5 trajectories of agent4: 968.0492322000002
avg return on 5 trajectories of agent5: 901.0913144
avg return on 5 trajectories of agent6: 1033.0282763999999
avg return on 5 trajectories of agent7: 1040.1549648
avg return on 5 trajectories of agent8: 900.3118958000001
avg return on 5 trajectories of agent9: 788.9153894
avg return on 5 trajectories of agent10: 895.5071982
avg return on 5 trajectories of agent11: 817.5752328000001
avg return on 5 trajectories of agent12: 721.3985174000001
avg return on 5 trajectories of agent13: 899.9175855999999
avg return on 5 trajectories of agent14: 867.877753
avg return on 5 trajectories of agent15: 930.0338644
avg return on 5 trajectories of agent16: 696.3854912
avg return on 5 trajectories of agent17: 832.8367873999999
avg return on 5 trajectories of agent18: 890.4452554
avg return on 5 trajectories of agent19: 945.5727139999999
avg return on 5 trajectories of agent20: 941.751159
avg return on 5 trajectories of agent21: 1235.6265696
avg return on 5 trajectories of agent22: 1284.9672294
avg return on 5 trajectories of agent23: 1126.8655008
avg return on 5 trajectories of agent24: 1205.8897058
avg return on 5 trajectories of agent25: 1138.3146838
avg return on 5 trajectories of agent26: 952.7428106
avg return on 5 trajectories of agent27: 883.898474
avg return on 5 trajectories of agent28: 1084.6124954000002
avg return on 5 trajectories of agent29: 913.0723394
avg return on 5 trajectories of agent30: 791.2389964
avg return on 5 trajectories of agent31: 823.4119547999999
avg return on 5 trajectories of agent32: 889.9648897999999
avg return on 5 trajectories of agent33: 882.9441342
avg return on 5 trajectories of agent34: 852.2837624
avg return on 5 trajectories of agent35: 765.772364
avg return on 5 trajectories of agent36: 689.5666632
avg return on 5 trajectories of agent37: 874.2911630000001
avg return on 5 trajectories of agent38: 915.1781412
avg return on 5 trajectories of agent39: 903.4578878
avg return on 5 trajectories of agent40: 978.3859617999999
avg return on 5 trajectories of agent41: 922.8623326000001
avg return on 5 trajectories of agent42: 1199.8214264
avg return on 5 trajectories of agent43: 1179.1059948
avg return on 5 trajectories of agent44: 1141.879497
avg return on 5 trajectories of agent45: 1018.6594898
avg return on 5 trajectories of agent46: 1120.3248546
avg return on 5 trajectories of agent47: 1065.8791586000002
avg return on 5 trajectories of agent48: 839.0040036
avg return on 5 trajectories of agent49: 838.7564366
avg return on 5 trajectories of agent50: 761.5878752000001
avg return on 5 trajectories of agent51: 838.973078
avg return on 5 trajectories of agent52: 833.2576836000001
avg return on 5 trajectories of agent53: 1027.9816986
avg return on 5 trajectories of agent54: 873.7719062
avg return on 5 trajectories of agent55: 697.656383
avg return on 5 trajectories of agent56: 785.536822
avg return on 5 trajectories of agent57: 649.4470895999999
avg return on 5 trajectories of agent58: 670.6586657999999
avg return on 5 trajectories of agent59: 780.1732892
avg return on 5 trajectories of agent60: 650.7152202
avg return on 5 trajectories of agent61: 704.5178574
avg return on 5 trajectories of agent62: 731.725709
avg return on 5 trajectories of agent63: 1199.7946748
avg return on 5 trajectories of agent64: 1232.9109175999997
avg return on 5 trajectories of agent65: 1119.7006698
avg return on 5 trajectories of agent66: 1095.2481366
avg return on 5 trajectories of agent67: 1083.2382548
avg return on 5 trajectories of agent68: 1114.398162
avg return on 5 trajectories of agent69: 917.5955876
avg return on 5 trajectories of agent70: 908.1185056
avg return on 5 trajectories of agent71: 799.904088
avg return on 5 trajectories of agent72: 928.1608784
avg return on 5 trajectories of agent73: 832.515251
avg return on 5 trajectories of agent74: 1028.3824428
avg return on 5 trajectories of agent75: 810.3737153999999
avg return on 5 trajectories of agent76: 803.5199707999999
avg return on 5 trajectories of agent77: 688.0498984
avg return on 5 trajectories of agent78: 721.8794764
avg return on 5 trajectories of agent79: 680.5335568
avg return on 5 trajectories of agent80: 659.6891312
avg return on 5 trajectories of agent81: 665.3303271999999
avg return on 5 trajectories of agent82: 685.5370556
avg return on 5 trajectories of agent83: 650.9515744
avg return on 5 trajectories of agent84: 1158.4169860000002
avg return on 5 trajectories of agent85: 1247.165551
avg return on 5 trajectories of agent86: 1289.6257070000001
avg return on 5 trajectories of agent87: 1317.5600292000001
avg return on 5 trajectories of agent88: 1267.3837376000001
avg return on 5 trajectories of agent89: 1304.3905706
avg return on 5 trajectories of agent90: 1281.7176788
avg return on 5 trajectories of agent91: 1328.5625138
avg return on 5 trajectories of agent92: 1343.1737912
avg return on 5 trajectories of agent93: 1323.8391254
avg return on 5 trajectories of agent94: 1319.6603920000002
avg return on 5 trajectories of agent95: 1267.6289738
avg return on 5 trajectories of agent96: 1263.8686596000002
avg return on 5 trajectories of agent97: 1277.2284358000002
avg return on 5 trajectories of agent98: 1260.5908568
avg return on 5 trajectories of agent99: 1277.9737486
avg return on 5 trajectories of agent100: 1249.9531664
avg return on 5 trajectories of agent101: 1255.117332
avg return on 5 trajectories of agent102: 1195.147749
avg return on 5 trajectories of agent103: 1222.1288888
avg return on 5 trajectories of agent104: 1237.942697
avg return on 5 trajectories of agent105: 1272.5049126
avg return on 5 trajectories of agent106: 1277.1636408
avg return on 5 trajectories of agent107: 1297.6074204000001
avg return on 5 trajectories of agent108: 1259.6647566
avg return on 5 trajectories of agent109: 1379.780757
avg return on 5 trajectories of agent110: 1309.0993998
avg return on 5 trajectories of agent111: 1377.6310506
avg return on 5 trajectories of agent112: 1360.4862024
avg return on 5 trajectories of agent113: 1341.8542527999998
avg return on 5 trajectories of agent114: 1353.8037094000001
avg return on 5 trajectories of agent115: 1377.3020936
avg return on 5 trajectories of agent116: 1359.3054564
avg return on 5 trajectories of agent117: 1387.7482972000003
avg return on 5 trajectories of agent118: 1384.9513482
avg return on 5 trajectories of agent119: 1415.7897383999998
avg return on 5 trajectories of agent120: 1433.1787536
avg return on 5 trajectories of agent121: 1394.4059282000003
avg return on 5 trajectories of agent122: 1411.2102698
avg return on 5 trajectories of agent123: 1438.1288920000002
avg return on 5 trajectories of agent124: 1429.4847768
avg return on 5 trajectories of agent125: 1408.2352314000002
avg return on 5 trajectories of agent126: 1220.1489282
avg return on 5 trajectories of agent127: 1292.8090038
avg return on 5 trajectories of agent128: 1335.1928372
avg return on 5 trajectories of agent129: 1316.5056356
avg return on 5 trajectories of agent130: 1415.8846098000001
avg return on 5 trajectories of agent131: 1364.9310467999999
avg return on 5 trajectories of agent132: 1326.7643212
avg return on 5 trajectories of agent133: 1331.58619
avg return on 5 trajectories of agent134: 1400.9487984
avg return on 5 trajectories of agent135: 1442.4515371999998
avg return on 5 trajectories of agent136: 1436.6386316
avg return on 5 trajectories of agent137: 1463.5061544
avg return on 5 trajectories of agent138: 1476.4137106
avg return on 5 trajectories of agent139: 1415.3818422
avg return on 5 trajectories of agent140: 1527.0488398
avg return on 5 trajectories of agent141: 1352.0022022
avg return on 5 trajectories of agent142: 1424.5533668
avg return on 5 trajectories of agent143: 1447.1182457999998
avg return on 5 trajectories of agent144: 1376.6259124
avg return on 5 trajectories of agent145: 1187.1062076000003
avg return on 5 trajectories of agent146: 1312.8542056
avg return on 5 trajectories of agent147: 1274.8440632
avg return on 5 trajectories of agent148: 1304.4286058
avg return on 5 trajectories of agent149: 1313.8525314
avg return on 5 trajectories of agent150: 1373.6370476
avg return on 5 trajectories of agent151: 1397.7554762
avg return on 5 trajectories of agent152: 1356.1249022
avg return on 5 trajectories of agent153: 1394.7171893999998
avg return on 5 trajectories of agent154: 1366.8645437999999
avg return on 5 trajectories of agent155: 1284.9609126
avg return on 5 trajectories of agent156: 1445.7625824
avg return on 5 trajectories of agent157: 1456.858187
avg return on 5 trajectories of agent158: 1430.9945468
avg return on 5 trajectories of agent159: 1430.6514474
avg return on 5 trajectories of agent160: 1453.4963744000001
avg return on 5 trajectories of agent161: 1445.3180822
avg return on 5 trajectories of agent162: 1568.6282094
avg return on 5 trajectories of agent163: 1528.635049
avg return on 5 trajectories of agent164: 1351.7297644
avg return on 5 trajectories of agent165: 1439.0000052
avg return on 5 trajectories of agent166: 1197.0384086
avg return on 5 trajectories of agent167: 1422.2352366
avg return on 5 trajectories of agent168: 1086.1959512
avg return on 5 trajectories of agent169: 1127.9747665999998
avg return on 5 trajectories of agent170: 1321.2355682000002
avg return on 5 trajectories of agent171: 1240.5742183999998
avg return on 5 trajectories of agent172: 1353.4046294
avg return on 5 trajectories of agent173: 1340.8704730000002
avg return on 5 trajectories of agent174: 1385.8456
avg return on 5 trajectories of agent175: 1405.6385507999998
avg return on 5 trajectories of agent176: 1420.9004977999998
avg return on 5 trajectories of agent177: 1397.1430116
avg return on 5 trajectories of agent178: 1448.2460604
avg return on 5 trajectories of agent179: 1427.0266626000002
avg return on 5 trajectories of agent180: 1466.7369827999999
avg return on 5 trajectories of agent181: 1448.7575003999998
avg return on 5 trajectories of agent182: 1390.1874894
avg return on 5 trajectories of agent183: 1402.4957928
avg return on 5 trajectories of agent184: 1532.5277074
avg return on 5 trajectories of agent185: 1488.2349628
avg return on 5 trajectories of agent186: 1399.0935642
avg return on 5 trajectories of agent187: 1318.2271318
avg return on 5 trajectories of agent188: 1298.9766246
avg return on 5 trajectories of agent189: 1225.298686
avg return on 5 trajectories of agent190: 1309.4292436
avg return on 5 trajectories of agent191: 1252.5761432
avg return on 5 trajectories of agent192: 1337.2397012
avg return on 5 trajectories of agent193: 1261.4440868
avg return on 5 trajectories of agent194: 1340.6710945999998
avg return on 5 trajectories of agent195: 1375.5354406
avg return on 5 trajectories of agent196: 1283.6828302
avg return on 5 trajectories of agent197: 1425.5340433999997
avg return on 5 trajectories of agent198: 1352.2370859999999
avg return on 5 trajectories of agent199: 1327.8964076
avg return on 5 trajectories of agent200: 1462.1471144000002
avg return on 5 trajectories of agent201: 1445.6120491999998
avg return on 5 trajectories of agent202: 1469.1494144
avg return on 5 trajectories of agent203: 1477.1495814
avg return on 5 trajectories of agent204: 1503.0430873999999
avg return on 5 trajectories of agent205: 1418.1041117999998
avg return on 5 trajectories of agent206: 1398.9586188
avg return on 5 trajectories of agent207: 1294.6961514
avg return on 5 trajectories of agent208: 1489.4467686
avg return on 5 trajectories of agent209: 1429.9922364000001
Pearson correlation coefficient: -0.10823891824836346
Spearman correlation coefficient: -0.0933231398185252
the best agent: 162, avg policy: 1568.6282094
5002
---------------------------------
Searching empty space policies
(10, 11472)
(210, 11472)
(210, 11472)
Average distance of agents to nearest neighbors: 0.014992903873934036
avg return on 5 trajectories of agent0: 1450.5084086
avg return on 5 trajectories of agent1: 1434.0602394
avg return on 5 trajectories of agent2: 1432.491455
avg return on 5 trajectories of agent3: 1367.7588289999999
avg return on 5 trajectories of agent4: 1458.4875126000002
avg return on 5 trajectories of agent5: 1394.5160412
avg return on 5 trajectories of agent6: 1303.2049418000001
avg return on 5 trajectories of agent7: 1312.6430132
avg return on 5 trajectories of agent8: 1302.3106188000002
avg return on 5 trajectories of agent9: 1218.8013474
avg return on 5 trajectories of agent10: 1206.0402446
avg return on 5 trajectories of agent11: 1113.4875040000002
avg return on 5 trajectories of agent12: 1113.7666016
avg return on 5 trajectories of agent13: 1180.9138668
avg return on 5 trajectories of agent14: 1037.765963
avg return on 5 trajectories of agent15: 1140.5194016
avg return on 5 trajectories of agent16: 1022.7881954000001
avg return on 5 trajectories of agent17: 1031.4179055999998
avg return on 5 trajectories of agent18: 996.8234575999999
avg return on 5 trajectories of agent19: 730.6072988
avg return on 5 trajectories of agent20: 888.3018248000001
avg return on 5 trajectories of agent21: 1378.4498683999998
avg return on 5 trajectories of agent22: 1517.9923107999998
avg return on 5 trajectories of agent23: 1269.4903277999997
avg return on 5 trajectories of agent24: 1427.0629448
avg return on 5 trajectories of agent25: 1414.4512900000002
avg return on 5 trajectories of agent26: 1207.1183434
avg return on 5 trajectories of agent27: 1344.1942028
avg return on 5 trajectories of agent28: 1332.3550754
avg return on 5 trajectories of agent29: 1313.3763133999998
avg return on 5 trajectories of agent30: 1370.2539464
avg return on 5 trajectories of agent31: 1232.679862
avg return on 5 trajectories of agent32: 1252.3255916
avg return on 5 trajectories of agent33: 1224.9051525999998
avg return on 5 trajectories of agent34: 1064.7515336000001
avg return on 5 trajectories of agent35: 988.8474278000001
avg return on 5 trajectories of agent36: 1019.1508814000001
avg return on 5 trajectories of agent37: 1006.1469486
avg return on 5 trajectories of agent38: 981.2507984
avg return on 5 trajectories of agent39: 1019.1925097999999
avg return on 5 trajectories of agent40: 1017.5451489999999
avg return on 5 trajectories of agent41: 884.4178808
avg return on 5 trajectories of agent42: 1469.46607
avg return on 5 trajectories of agent43: 1518.9650686
avg return on 5 trajectories of agent44: 1402.4650520000002
avg return on 5 trajectories of agent45: 1437.7296708
avg return on 5 trajectories of agent46: 1483.0966824000002
avg return on 5 trajectories of agent47: 1355.5529516
avg return on 5 trajectories of agent48: 1488.197792
avg return on 5 trajectories of agent49: 1420.691531
avg return on 5 trajectories of agent50: 1416.0906825999998
avg return on 5 trajectories of agent51: 1336.0284983999998
avg return on 5 trajectories of agent52: 1290.7990392000002
avg return on 5 trajectories of agent53: 1288.7519626
avg return on 5 trajectories of agent54: 1323.6411692000001
avg return on 5 trajectories of agent55: 1424.7378506
avg return on 5 trajectories of agent56: 1372.6484878
avg return on 5 trajectories of agent57: 1399.42421
avg return on 5 trajectories of agent58: 1290.2183746
avg return on 5 trajectories of agent59: 1282.8919264
avg return on 5 trajectories of agent60: 1205.3828847999998
avg return on 5 trajectories of agent61: 1313.5109968000002
avg return on 5 trajectories of agent62: 1380.8050676
avg return on 5 trajectories of agent63: 1362.3282782
avg return on 5 trajectories of agent64: 1535.1627336
avg return on 5 trajectories of agent65: 1472.9426968
avg return on 5 trajectories of agent66: 1317.759849
avg return on 5 trajectories of agent67: 1436.389201
avg return on 5 trajectories of agent68: 1514.8512522
avg return on 5 trajectories of agent69: 1488.262435
avg return on 5 trajectories of agent70: 1494.4637784
avg return on 5 trajectories of agent71: 1532.3522776
avg return on 5 trajectories of agent72: 1334.0285549999999
avg return on 5 trajectories of agent73: 1482.3132576
avg return on 5 trajectories of agent74: 1460.5443324
avg return on 5 trajectories of agent75: 1257.4882127999997
avg return on 5 trajectories of agent76: 1528.9995507999997
avg return on 5 trajectories of agent77: 1357.84924
avg return on 5 trajectories of agent78: 1396.7785259999998
avg return on 5 trajectories of agent79: 1255.3716324
avg return on 5 trajectories of agent80: 1428.3884496
avg return on 5 trajectories of agent81: 1341.9184226
avg return on 5 trajectories of agent82: 1476.0956351999998
avg return on 5 trajectories of agent83: 1096.78815
avg return on 5 trajectories of agent84: 1468.6503917999999
avg return on 5 trajectories of agent85: 1462.454241
avg return on 5 trajectories of agent86: 1398.0840919999998
avg return on 5 trajectories of agent87: 1492.6116773999997
avg return on 5 trajectories of agent88: 1491.2633779999999
avg return on 5 trajectories of agent89: 1526.6044539999998
avg return on 5 trajectories of agent90: 1463.8024126
avg return on 5 trajectories of agent91: 1432.530535
avg return on 5 trajectories of agent92: 1495.8998648000002
avg return on 5 trajectories of agent93: 1473.6427356
avg return on 5 trajectories of agent94: 1481.804023
avg return on 5 trajectories of agent95: 1448.2695428
avg return on 5 trajectories of agent96: 1448.5651222
avg return on 5 trajectories of agent97: 1444.4430938
avg return on 5 trajectories of agent98: 1295.644601
avg return on 5 trajectories of agent99: 1416.8763608000002
avg return on 5 trajectories of agent100: 1365.8691365999998
avg return on 5 trajectories of agent101: 1408.579362
avg return on 5 trajectories of agent102: 1414.7017019999998
avg return on 5 trajectories of agent103: 1367.9165091999998
avg return on 5 trajectories of agent104: 1306.8401492
avg return on 5 trajectories of agent105: 1502.9706642
avg return on 5 trajectories of agent106: 1487.1344008
avg return on 5 trajectories of agent107: 1482.4361506
avg return on 5 trajectories of agent108: 1493.1120135999997
avg return on 5 trajectories of agent109: 1486.4629356
avg return on 5 trajectories of agent110: 1427.559688
avg return on 5 trajectories of agent111: 1431.5775945999999
avg return on 5 trajectories of agent112: 1420.200678
avg return on 5 trajectories of agent113: 1410.6944084000002
avg return on 5 trajectories of agent114: 1339.0927192
avg return on 5 trajectories of agent115: 1317.196987
avg return on 5 trajectories of agent116: 1338.7515766
avg return on 5 trajectories of agent117: 1312.628585
avg return on 5 trajectories of agent118: 1328.4450578
avg return on 5 trajectories of agent119: 1309.9501596
avg return on 5 trajectories of agent120: 1263.8216982
avg return on 5 trajectories of agent121: 1250.1382732
avg return on 5 trajectories of agent122: 1247.3508206
avg return on 5 trajectories of agent123: 1297.0296376
avg return on 5 trajectories of agent124: 1214.0511154
avg return on 5 trajectories of agent125: 1180.942939
avg return on 5 trajectories of agent126: 1509.6689044
avg return on 5 trajectories of agent127: 1510.852658
avg return on 5 trajectories of agent128: 1372.862368
avg return on 5 trajectories of agent129: 1409.7356948
avg return on 5 trajectories of agent130: 1454.2244504
avg return on 5 trajectories of agent131: 1421.427828
avg return on 5 trajectories of agent132: 1390.6211342000001
avg return on 5 trajectories of agent133: 1321.4087638
avg return on 5 trajectories of agent134: 1351.4947182
avg return on 5 trajectories of agent135: 1260.0126736
