No devices were found
Environment created
Box(-1.0, 1.0, (8,), float32) Box(-inf, inf, (105,), float64)
avg return on 5 trajectories of agent100: 1039.4817312
avg return on 5 trajectories of agent101: 962.6952875999999
avg return on 5 trajectories of agent102: 783.648586
avg return on 5 trajectories of agent103: 991.7287938000002
avg return on 5 trajectories of agent104: 778.2823454
avg return on 5 trajectories of agent105: 1882.8980103999997
avg return on 5 trajectories of agent106: 2210.383864
avg return on 5 trajectories of agent107: 1942.3561201999996
avg return on 5 trajectories of agent108: 2094.3059822
avg return on 5 trajectories of agent109: 1887.3899324
avg return on 5 trajectories of agent110: 2130.9505212000004
avg return on 5 trajectories of agent111: 2054.7949137999994
avg return on 5 trajectories of agent112: 1947.5858442
avg return on 5 trajectories of agent113: 1804.8145283999997
avg return on 5 trajectories of agent114: 1890.0503696
avg return on 5 trajectories of agent115: 1645.2070058000002
avg return on 5 trajectories of agent116: 1726.9039602
avg return on 5 trajectories of agent117: 1524.8764574000002
avg return on 5 trajectories of agent118: 1124.5822536
avg return on 5 trajectories of agent119: 1506.2009952
avg return on 5 trajectories of agent120: 1331.0955036
avg return on 5 trajectories of agent121: 1032.4114226000002
avg return on 5 trajectories of agent122: 1168.9986654
avg return on 5 trajectories of agent123: 956.118479
avg return on 5 trajectories of agent124: 1031.9101574000001
avg return on 5 trajectories of agent125: 1000.4268984
avg return on 5 trajectories of agent126: 2122.463216
avg return on 5 trajectories of agent127: 2165.7007736
avg return on 5 trajectories of agent128: 2106.2828682
avg return on 5 trajectories of agent129: 2156.2234948
avg return on 5 trajectories of agent130: 2134.6536402
avg return on 5 trajectories of agent131: 2162.308645
avg return on 5 trajectories of agent132: 2137.1057262000004
avg return on 5 trajectories of agent133: 2129.9706315999997
avg return on 5 trajectories of agent134: 2170.94603
avg return on 5 trajectories of agent135: 2163.9261466
avg return on 5 trajectories of agent136: 2099.144398
avg return on 5 trajectories of agent137: 2042.5566966
avg return on 5 trajectories of agent138: 2065.1759905999997
avg return on 5 trajectories of agent139: 2007.8264213999998
avg return on 5 trajectories of agent140: 1757.9794035999998
avg return on 5 trajectories of agent141: 1676.9112053999997
avg return on 5 trajectories of agent142: 1879.4527464000003
avg return on 5 trajectories of agent143: 1926.1612064
avg return on 5 trajectories of agent144: 1835.9200121999997
avg return on 5 trajectories of agent145: 1842.0163154000002
avg return on 5 trajectories of agent146: 1862.130633
avg return on 5 trajectories of agent147: 2002.1954431999998
avg return on 5 trajectories of agent148: 2131.8446738
avg return on 5 trajectories of agent149: 2076.9777332000003
avg return on 5 trajectories of agent150: 2199.55948
avg return on 5 trajectories of agent151: 1875.349223
avg return on 5 trajectories of agent152: 2206.5876734000003
avg return on 5 trajectories of agent153: 2193.3322108
avg return on 5 trajectories of agent154: 2163.814604
avg return on 5 trajectories of agent155: 2168.5787045999996
avg return on 5 trajectories of agent156: 2215.5753436
avg return on 5 trajectories of agent157: 2186.7177084
avg return on 5 trajectories of agent158: 2119.5162035999997
avg return on 5 trajectories of agent159: 2084.258401
avg return on 5 trajectories of agent160: 2022.8777137999998
avg return on 5 trajectories of agent161: 2045.9739445999999
avg return on 5 trajectories of agent162: 1796.6460204
avg return on 5 trajectories of agent163: 1870.6550611999999
avg return on 5 trajectories of agent164: 1804.125288
avg return on 5 trajectories of agent165: 1630.5949676
avg return on 5 trajectories of agent166: 1506.7297486
avg return on 5 trajectories of agent167: 1498.6315146
avg return on 5 trajectories of agent168: 2130.3665742000003
avg return on 5 trajectories of agent169: 2216.2638082000003
avg return on 5 trajectories of agent170: 2189.4900442
avg return on 5 trajectories of agent171: 1932.646358
avg return on 5 trajectories of agent172: 2149.953697
avg return on 5 trajectories of agent173: 1969.0810094
avg return on 5 trajectories of agent174: 2055.6968939999997
avg return on 5 trajectories of agent175: 2054.2416566
avg return on 5 trajectories of agent176: 2128.4221976
avg return on 5 trajectories of agent177: 2039.131584
avg return on 5 trajectories of agent178: 1984.2003858
avg return on 5 trajectories of agent179: 1977.0506956000002
avg return on 5 trajectories of agent180: 1790.193229
avg return on 5 trajectories of agent181: 1936.9840012
avg return on 5 trajectories of agent182: 1664.1266179999998
avg return on 5 trajectories of agent183: 1534.686686
avg return on 5 trajectories of agent184: 1455.0370684
avg return on 5 trajectories of agent185: 1221.4645306
avg return on 5 trajectories of agent186: 1437.8157408000002
avg return on 5 trajectories of agent187: 1175.7141438
avg return on 5 trajectories of agent188: 1304.2258838
avg return on 5 trajectories of agent189: 2087.0346320000003
avg return on 5 trajectories of agent190: 2268.3542055999997
avg return on 5 trajectories of agent191: 2205.7811549999997
avg return on 5 trajectories of agent192: 2176.9008569999996
avg return on 5 trajectories of agent193: 2129.9187416
avg return on 5 trajectories of agent194: 2106.6091074
avg return on 5 trajectories of agent195: 2112.4523772
avg return on 5 trajectories of agent196: 2104.7541380000002
avg return on 5 trajectories of agent197: 1607.0658072
avg return on 5 trajectories of agent198: 1999.7694898000002
avg return on 5 trajectories of agent199: 1678.2692602
avg return on 5 trajectories of agent200: 1760.9297726
avg return on 5 trajectories of agent201: 1550.1886242
avg return on 5 trajectories of agent202: 1456.1843635999999
avg return on 5 trajectories of agent203: 1436.4541642
avg return on 5 trajectories of agent204: 1414.1591498000003
avg return on 5 trajectories of agent205: 1653.9659557999998
avg return on 5 trajectories of agent206: 1390.5505409999998
avg return on 5 trajectories of agent207: 1238.5024436
avg return on 5 trajectories of agent208: 1166.682699
avg return on 5 trajectories of agent209: 1025.6719832
Pearson correlation coefficient: -0.026990178679311302
Spearman correlation coefficient: -0.02904698195294354
the best agent: 190, avg policy: 2268.3542055999997
5030
---------------------------------
Searching empty space policies
(10, 11472)
(210, 11472)
(210, 11472)
Average distance of agents to nearest neighbors: 0.014856451187335888
avg return on 5 trajectories of agent0: 2212.8570224
avg return on 5 trajectories of agent1: 2161.1315062000003
avg return on 5 trajectories of agent2: 2113.538188
avg return on 5 trajectories of agent3: 2107.3439535999996
avg return on 5 trajectories of agent4: 2153.0058084
avg return on 5 trajectories of agent5: 1864.9974008000002
avg return on 5 trajectories of agent6: 1644.2155116000001
avg return on 5 trajectories of agent7: 1964.7334526
avg return on 5 trajectories of agent8: 1260.1584105999998
avg return on 5 trajectories of agent9: 1977.4865668000002
avg return on 5 trajectories of agent10: 1137.0389004
avg return on 5 trajectories of agent11: 1682.8717998
avg return on 5 trajectories of agent12: 1470.7003256
avg return on 5 trajectories of agent13: 1537.9632102000003
avg return on 5 trajectories of agent14: 1484.754566
avg return on 5 trajectories of agent15: 1367.7170362000002
avg return on 5 trajectories of agent16: 1382.6159472000002
avg return on 5 trajectories of agent17: 1268.6796408
avg return on 5 trajectories of agent18: 987.8547426000001
avg return on 5 trajectories of agent19: 1330.9903202
avg return on 5 trajectories of agent20: 1228.8744178000002
avg return on 5 trajectories of agent21: 2172.6317668
avg return on 5 trajectories of agent22: 2120.9944886
avg return on 5 trajectories of agent23: 2011.0387453999997
avg return on 5 trajectories of agent24: 1942.576712
avg return on 5 trajectories of agent25: 2056.6123362
avg return on 5 trajectories of agent26: 1842.8188903999999
avg return on 5 trajectories of agent27: 1348.8821876
avg return on 5 trajectories of agent28: 1536.5914242
avg return on 5 trajectories of agent29: 801.3623694
avg return on 5 trajectories of agent30: 1462.6914472
avg return on 5 trajectories of agent31: 898.5332744
avg return on 5 trajectories of agent32: 1233.8429377999998
avg return on 5 trajectories of agent33: 1031.9429756
avg return on 5 trajectories of agent34: 987.6379138
avg return on 5 trajectories of agent35: 1114.121776
avg return on 5 trajectories of agent36: 677.8872124
avg return on 5 trajectories of agent37: 457.36698260000003
avg return on 5 trajectories of agent38: 773.7314336
avg return on 5 trajectories of agent39: 826.2820972
avg return on 5 trajectories of agent40: 551.751128
avg return on 5 trajectories of agent41: 470.5690831999999
avg return on 5 trajectories of agent42: 2066.6416266
avg return on 5 trajectories of agent43: 2096.3906424
avg return on 5 trajectories of agent44: 2133.7222183999997
avg return on 5 trajectories of agent45: 1948.758194
avg return on 5 trajectories of agent46: 1840.3843510000002
avg return on 5 trajectories of agent47: 1713.274679
avg return on 5 trajectories of agent48: 930.5245298
avg return on 5 trajectories of agent49: 1968.5369361999997
avg return on 5 trajectories of agent50: 1026.7143236
avg return on 5 trajectories of agent51: 1152.896724
avg return on 5 trajectories of agent52: 1173.0228964
avg return on 5 trajectories of agent53: 1099.3076592000002
avg return on 5 trajectories of agent54: 664.8425762
avg return on 5 trajectories of agent55: 801.2240515999999
avg return on 5 trajectories of agent56: 726.4510768
avg return on 5 trajectories of agent57: 704.9804895999998
avg return on 5 trajectories of agent58: 599.4421412
avg return on 5 trajectories of agent59: 504.7923038
avg return on 5 trajectories of agent60: 275.8421778
avg return on 5 trajectories of agent61: 439.72890859999995
avg return on 5 trajectories of agent62: 552.0559048
avg return on 5 trajectories of agent63: 2190.0725582
avg return on 5 trajectories of agent64: 2197.125627
avg return on 5 trajectories of agent65: 2244.7625906000003
avg return on 5 trajectories of agent66: 2110.9646759999996
avg return on 5 trajectories of agent67: 1991.0449846000004
avg return on 5 trajectories of agent68: 2145.9854624000004
avg return on 5 trajectories of agent69: 2032.8165912
avg return on 5 trajectories of agent70: 2176.5621496000003
avg return on 5 trajectories of agent71: 2200.7027154
avg return on 5 trajectories of agent72: 2100.6347114000005
avg return on 5 trajectories of agent73: 2128.6815334
avg return on 5 trajectories of agent74: 2167.1389365999994
avg return on 5 trajectories of agent75: 2117.8252816
avg return on 5 trajectories of agent76: 1992.3410898000002
avg return on 5 trajectories of agent77: 2064.009578
avg return on 5 trajectories of agent78: 2018.3550566
avg return on 5 trajectories of agent79: 1930.0838744
avg return on 5 trajectories of agent80: 1893.5910638
avg return on 5 trajectories of agent81: 1782.9703498000003
avg return on 5 trajectories of agent82: 1873.4016178000002
avg return on 5 trajectories of agent83: 1787.5228774
avg return on 5 trajectories of agent84: 2118.1336585999998
avg return on 5 trajectories of agent85: 2138.1386804000003
avg return on 5 trajectories of agent86: 2008.5340109999997
avg return on 5 trajectories of agent87: 2128.0278862
avg return on 5 trajectories of agent88: 2063.0931326
avg return on 5 trajectories of agent89: 2028.6644358
avg return on 5 trajectories of agent90: 1967.3854618
avg return on 5 trajectories of agent91: 2004.6670419999998
avg return on 5 trajectories of agent92: 1994.0999201999998
avg return on 5 trajectories of agent93: 1920.744555
avg return on 5 trajectories of agent94: 1690.2378456000001
avg return on 5 trajectories of agent95: 1760.0026728
avg return on 5 trajectories of agent96: 1620.28043
avg return on 5 trajectories of agent97: 1618.9316078
avg return on 5 trajectories of agent98: 1673.5804755999998
avg return on 5 trajectories of agent99: 1586.6710918
avg return on 5 trajectories of agent100: 1440.9564156
avg return on 5 trajectories of agent101: 1419.4871223999999
avg return on 5 trajectories of agent102: 1295.2457505999998
avg return on 5 trajectories of agent103: 1483.6401844
avg return on 5 trajectories of agent104: 1135.4587148
avg return on 5 trajectories of agent105: 2119.8465786
avg return on 5 trajectories of agent106: 2100.3096040000005
avg return on 5 trajectories of agent107: 2089.158814
avg return on 5 trajectories of agent108: 1910.2430216
avg return on 5 trajectories of agent109: 2030.805318
avg return on 5 trajectories of agent110: 1958.385813
avg return on 5 trajectories of agent111: 1760.8011039999997
avg return on 5 trajectories of agent112: 1871.6545896
avg return on 5 trajectories of agent113: 1828.0169412
avg return on 5 trajectories of agent114: 1788.8359152
avg return on 5 trajectories of agent115: 1526.0391187999999
avg return on 5 trajectories of agent116: 1700.1633688000002
avg return on 5 trajectories of agent117: 1179.035809
avg return on 5 trajectories of agent118: 1338.6814564000001
avg return on 5 trajectories of agent119: 1126.3797730000001
avg return on 5 trajectories of agent120: 981.9988725999999
avg return on 5 trajectories of agent121: 980.2141497999999
avg return on 5 trajectories of agent122: 891.8258061999999
avg return on 5 trajectories of agent123: 958.7701088
avg return on 5 trajectories of agent124: 974.6510427999999
avg return on 5 trajectories of agent125: 958.2636587999999
avg return on 5 trajectories of agent126: 2011.6294354000001
avg return on 5 trajectories of agent127: 2118.3418814
avg return on 5 trajectories of agent128: 1960.8126442
avg return on 5 trajectories of agent129: 2163.4335113999996
avg return on 5 trajectories of agent130: 2087.5377848
avg return on 5 trajectories of agent131: 1814.0463638
avg return on 5 trajectories of agent132: 1586.2394166
avg return on 5 trajectories of agent133: 1666.0042556
avg return on 5 trajectories of agent134: 1535.3788626
avg return on 5 trajectories of agent135: 1465.084721
avg return on 5 trajectories of agent136: 1349.1742104
avg return on 5 trajectories of agent137: 1454.207913
avg return on 5 trajectories of agent138: 1162.2144448000001
avg return on 5 trajectories of agent139: 1240.2152336
avg return on 5 trajectories of agent140: 1198.5167092
avg return on 5 trajectories of agent141: 910.7835792000002
avg return on 5 trajectories of agent142: 1131.904206
avg return on 5 trajectories of agent143: 1020.2267812
avg return on 5 trajectories of agent144: 984.0294099999999
avg return on 5 trajectories of agent145: 963.2133303999999
avg return on 5 trajectories of agent146: 1006.8019634
avg return on 5 trajectories of agent147: 2215.3857795999998
avg return on 5 trajectories of agent148: 1997.9911404
avg return on 5 trajectories of agent149: 2046.372253
avg return on 5 trajectories of agent150: 2076.9811346
avg return on 5 trajectories of agent151: 1892.2094852000002
avg return on 5 trajectories of agent152: 2143.0715668
avg return on 5 trajectories of agent153: 2099.5711610000003
avg return on 5 trajectories of agent154: 1998.1327165999999
avg return on 5 trajectories of agent155: 1430.460307
avg return on 5 trajectories of agent156: 1351.2547966
avg return on 5 trajectories of agent157: 1774.4529546
avg return on 5 trajectories of agent158: 1543.9415154
avg return on 5 trajectories of agent159: 1250.763864
avg return on 5 trajectories of agent160: 1170.7622064000002
avg return on 5 trajectories of agent161: 1107.506326
avg return on 5 trajectories of agent162: 1417.2196244000002
avg return on 5 trajectories of agent163: 1110.2135402
avg return on 5 trajectories of agent164: 984.3159194
avg return on 5 trajectories of agent165: 880.6349004
avg return on 5 trajectories of agent166: 1057.5109094000002
avg return on 5 trajectories of agent167: 1120.4509034
avg return on 5 trajectories of agent168: 2144.869006
avg return on 5 trajectories of agent169: 2053.4047794000003
avg return on 5 trajectories of agent170: 2116.3585338000003
avg return on 5 trajectories of agent171: 2125.6533437999997
avg return on 5 trajectories of agent172: 2079.7539758
avg return on 5 trajectories of agent173: 1963.7431988
avg return on 5 trajectories of agent174: 2018.4441577999999
avg return on 5 trajectories of agent175: 1964.6636646
avg return on 5 trajectories of agent176: 1619.8252322
avg return on 5 trajectories of agent177: 1552.7791768
avg return on 5 trajectories of agent178: 1561.2896562
avg return on 5 trajectories of agent179: 1554.8069642
avg return on 5 trajectories of agent180: 1479.2470164
avg return on 5 trajectories of agent181: 1297.6965474
avg return on 5 trajectories of agent182: 1140.7203866
avg return on 5 trajectories of agent183: 1165.6339088
avg return on 5 trajectories of agent184: 1228.1811902
avg return on 5 trajectories of agent185: 1242.5368974
avg return on 5 trajectories of agent186: 919.3546722000001
avg return on 5 trajectories of agent187: 852.7398660000001
avg return on 5 trajectories of agent188: 999.8295184000001
avg return on 5 trajectories of agent189: 2168.5457654
avg return on 5 trajectories of agent190: 2123.3539676
avg return on 5 trajectories of agent191: 1990.435473
avg return on 5 trajectories of agent192: 2074.9489272
avg return on 5 trajectories of agent193: 2120.8048546
avg return on 5 trajectories of agent194: 1916.3642745999998
avg return on 5 trajectories of agent195: 1640.784581
avg return on 5 trajectories of agent196: 1958.7355414
avg return on 5 trajectories of agent197: 1725.9988989999997
avg return on 5 trajectories of agent198: 1464.1542239999999
avg return on 5 trajectories of agent199: 1305.46164
avg return on 5 trajectories of agent200: 1558.0947248
avg return on 5 trajectories of agent201: 1274.4876468
avg return on 5 trajectories of agent202: 935.0730108
avg return on 5 trajectories of agent203: 1040.2250424
avg return on 5 trajectories of agent204: 1212.2622978
avg return on 5 trajectories of agent205: 1007.5967022000001
avg return on 5 trajectories of agent206: 889.1989274
avg return on 5 trajectories of agent207: 1027.9995632
avg return on 5 trajectories of agent208: 1001.8632008000001
avg return on 5 trajectories of agent209: 1185.7278312
Pearson correlation coefficient: 0.04013696049328144
Spearman correlation coefficient: 0.0286880492916911
the best agent: 65, avg policy: 2244.7625906000003
5031
---------------------------------
Searching empty space policies
(10, 11472)
(210, 11472)
(210, 11472)
Average distance of agents to nearest neighbors: 0.014851409928074006
avg return on 5 trajectories of agent0: 2251.6059240000004
avg return on 5 trajectories of agent1: 2111.6990405999995
avg return on 5 trajectories of agent2: 2202.2982324
avg return on 5 trajectories of agent3: 2092.2861610000004
avg return on 5 trajectories of agent4: 2095.2090176
avg return on 5 trajectories of agent5: 2082.0397225999995
avg return on 5 trajectories of agent6: 1860.771458
avg return on 5 trajectories of agent7: 2010.0324642
avg return on 5 trajectories of agent8: 2005.4303552000001
avg return on 5 trajectories of agent9: 2007.3394386
avg return on 5 trajectories of agent10: 1906.4369498
avg return on 5 trajectories of agent11: 1866.3318364
avg return on 5 trajectories of agent12: 1928.1501039999998
avg return on 5 trajectories of agent13: 1802.7776942
avg return on 5 trajectories of agent14: 1807.4347335999998
avg return on 5 trajectories of agent15: 1737.3543956
avg return on 5 trajectories of agent16: 1730.522163
avg return on 5 trajectories of agent17: 1565.4346946
avg return on 5 trajectories of agent18: 1586.5630958000002
avg return on 5 trajectories of agent19: 1440.0986926
avg return on 5 trajectories of agent20: 1384.5873788000001
avg return on 5 trajectories of agent21: 2078.1338304
avg return on 5 trajectories of agent22: 2210.2531169999997
avg return on 5 trajectories of agent23: 2094.4515232000003
avg return on 5 trajectories of agent24: 2120.7099626000004
avg return on 5 trajectories of agent25: 1983.8557721999998
avg return on 5 trajectories of agent26: 1992.0679682000002
avg return on 5 trajectories of agent27: 2028.0953949999998
avg return on 5 trajectories of agent28: 1946.8709336
avg return on 5 trajectories of agent29: 1500.7523213999998
avg return on 5 trajectories of agent30: 1857.9508396
avg return on 5 trajectories of agent31: 1843.696948
avg return on 5 trajectories of agent32: 1769.1306728
avg return on 5 trajectories of agent33: 1672.3132684
avg return on 5 trajectories of agent34: 1702.1909044
avg return on 5 trajectories of agent35: 1679.7113836
avg return on 5 trajectories of agent36: 1620.4801074
avg return on 5 trajectories of agent37: 1213.6748614
avg return on 5 trajectories of agent38: 982.5479544
avg return on 5 trajectories of agent39: 1486.8005706
avg return on 5 trajectories of agent40: 1339.4565246
avg return on 5 trajectories of agent41: 1078.8475824000002
avg return on 5 trajectories of agent42: 2205.7742470000003
avg return on 5 trajectories of agent43: 2175.3476884
avg return on 5 trajectories of agent44: 1983.0019733999998
avg return on 5 trajectories of agent45: 2223.7173032
avg return on 5 trajectories of agent46: 2215.17333
avg return on 5 trajectories of agent47: 1931.3627978
avg return on 5 trajectories of agent48: 2102.0428607999997
avg return on 5 trajectories of agent49: 1923.4874892
avg return on 5 trajectories of agent50: 2112.9074482000005
avg return on 5 trajectories of agent51: 2093.0990859999997
avg return on 5 trajectories of agent52: 1986.5379485999997
avg return on 5 trajectories of agent53: 2009.6566773999998
avg return on 5 trajectories of agent54: 1640.2561832
avg return on 5 trajectories of agent55: 1755.2746579999998
avg return on 5 trajectories of agent56: 1716.3244624
avg return on 5 trajectories of agent57: 1635.0435506
avg return on 5 trajectories of agent58: 1346.3516556
avg return on 5 trajectories of agent59: 1539.6967365999997
avg return on 5 trajectories of agent60: 1253.974835
avg return on 5 trajectories of agent61: 986.0769186
avg return on 5 trajectories of agent62: 981.7444442
avg return on 5 trajectories of agent63: 1998.1643910000003
avg return on 5 trajectories of agent64: 2217.4244412
avg return on 5 trajectories of agent65: 2170.4162914
avg return on 5 trajectories of agent66: 2156.2786974
avg return on 5 trajectories of agent67: 2046.5400232
avg return on 5 trajectories of agent68: 1933.4322892
avg return on 5 trajectories of agent69: 1978.517049
avg return on 5 trajectories of agent70: 1905.4453538000002
avg return on 5 trajectories of agent71: 1831.3163718
avg return on 5 trajectories of agent72: 1628.6290435999997
avg return on 5 trajectories of agent73: 1488.7873181999998
avg return on 5 trajectories of agent74: 1620.3514746
avg return on 5 trajectories of agent75: 1463.5158135999998
avg return on 5 trajectories of agent76: 1291.1664826
avg return on 5 trajectories of agent77: 1214.4616828
avg return on 5 trajectories of agent78: 1159.0897288
avg return on 5 trajectories of agent79: 1134.5284766
avg return on 5 trajectories of agent80: 1088.5818076
avg return on 5 trajectories of agent81: 1014.5190577999999
avg return on 5 trajectories of agent82: 1029.8994858
avg return on 5 trajectories of agent83: 1013.1162336
avg return on 5 trajectories of agent84: 2189.681485
avg return on 5 trajectories of agent85: 1936.3290392
avg return on 5 trajectories of agent86: 2160.4061258
avg return on 5 trajectories of agent87: 2000.5381492000001
avg return on 5 trajectories of agent88: 1892.7872352
avg return on 5 trajectories of agent89: 1989.1226415999997
avg return on 5 trajectories of agent90: 1928.1789996
avg return on 5 trajectories of agent91: 1797.8859662
avg return on 5 trajectories of agent92: 1740.9476731999998
avg return on 5 trajectories of agent93: 1423.0214554000001
avg return on 5 trajectories of agent94: 1699.9909108
avg return on 5 trajectories of agent95: 1404.2110346
avg return on 5 trajectories of agent96: 1160.2992356
avg return on 5 trajectories of agent97: 1000.8336184
avg return on 5 trajectories of agent98: 1044.8246442000002
avg return on 5 trajectories of agent99: 963.0236752000001
avg return on 5 trajectories of agent100: 1002.4803245999999
avg return on 5 trajectories of agent101: 962.6691848
avg return on 5 trajectories of agent102: 935.2336337999999
avg return on 5 trajectories of agent103: 956.3532336000001
avg return on 5 trajectories of agent104: 945.3413560000001
avg return on 5 trajectories of agent105: 2152.813456
avg return on 5 trajectories of agent106: 2241.9885991999995
avg return on 5 trajectories of agent107: 2228.1269409999995
avg return on 5 trajectories of agent108: 2061.4505866
avg return on 5 trajectories of agent109: 2148.760977
avg return on 5 trajectories of agent110: 1987.0039214
avg return on 5 trajectories of agent111: 1676.2467336000002
avg return on 5 trajectories of agent112: 1958.4441118
avg return on 5 trajectories of agent113: 1365.6725052
avg return on 5 trajectories of agent114: 1421.0569154
avg return on 5 trajectories of agent115: 1218.5895971999998
avg return on 5 trajectories of agent116: 1306.734536
avg return on 5 trajectories of agent117: 1221.71589
avg return on 5 trajectories of agent118: 958.6875808000001
avg return on 5 trajectories of agent119: 1242.2596164000001
avg return on 5 trajectories of agent120: 613.7888618
avg return on 5 trajectories of agent121: 625.8130336
avg return on 5 trajectories of agent122: 697.9728924000001
avg return on 5 trajectories of agent123: 801.4951269999999
avg return on 5 trajectories of agent124: 545.1015834
avg return on 5 trajectories of agent125: 346.810101
avg return on 5 trajectories of agent126: 1955.1225422
avg return on 5 trajectories of agent127: 2227.4166305999997
avg return on 5 trajectories of agent128: 2056.3976136
avg return on 5 trajectories of agent129: 2018.8015496
avg return on 5 trajectories of agent130: 2184.559831
avg return on 5 trajectories of agent131: 1773.5924965999998
avg return on 5 trajectories of agent132: 1704.68665
avg return on 5 trajectories of agent133: 2124.6655400000004
avg return on 5 trajectories of agent134: 2089.9868342
avg return on 5 trajectories of agent135: 1561.9052376
avg return on 5 trajectories of agent136: 1735.0592898
avg return on 5 trajectories of agent137: 1988.4624125999999
avg return on 5 trajectories of agent138: 1677.9396543999999
avg return on 5 trajectories of agent139: 1944.2853985999998
avg return on 5 trajectories of agent140: 1916.077034
avg return on 5 trajectories of agent141: 1975.7712475999997
avg return on 5 trajectories of agent142: 1774.8798087999999
avg return on 5 trajectories of agent143: 1901.3426536
avg return on 5 trajectories of agent144: 1851.7025600000002
avg return on 5 trajectories of agent145: 1611.5829726
avg return on 5 trajectories of agent146: 1619.5078784000002
avg return on 5 trajectories of agent147: 1844.1666870000001
avg return on 5 trajectories of agent148: 1997.7855880000002
avg return on 5 trajectories of agent149: 2016.4892553999998
avg return on 5 trajectories of agent150: 2107.9932192
avg return on 5 trajectories of agent151: 2092.3171546
avg return on 5 trajectories of agent152: 2118.4303334
avg return on 5 trajectories of agent153: 2214.3237357999997
avg return on 5 trajectories of agent154: 2167.8961882
avg return on 5 trajectories of agent155: 1791.2793193999998
avg return on 5 trajectories of agent156: 1866.3733882000001
avg return on 5 trajectories of agent157: 1870.9212578
avg return on 5 trajectories of agent158: 1705.2345119999998
avg return on 5 trajectories of agent159: 2069.7306909999998
avg return on 5 trajectories of agent160: 1742.0967708
avg return on 5 trajectories of agent161: 1704.1522229999998
avg return on 5 trajectories of agent162: 1599.5949208000002
avg return on 5 trajectories of agent163: 1689.6117418
avg return on 5 trajectories of agent164: 1415.7115802
avg return on 5 trajectories of agent165: 971.4120716000001
avg return on 5 trajectories of agent166: 1396.9593060000002
avg return on 5 trajectories of agent167: 478.80780519999996
avg return on 5 trajectories of agent168: 2199.505989
avg return on 5 trajectories of agent169: 1977.5621752
avg return on 5 trajectories of agent170: 2108.0665216
avg return on 5 trajectories of agent171: 2222.1063077999997
avg return on 5 trajectories of agent172: 2113.9932615999996
avg return on 5 trajectories of agent173: 1772.6022328
avg return on 5 trajectories of agent174: 2074.4439724
avg return on 5 trajectories of agent175: 1894.5071058
avg return on 5 trajectories of agent176: 1705.025056
avg return on 5 trajectories of agent177: 1774.1447994000002
avg return on 5 trajectories of agent178: 1663.0222902
avg return on 5 trajectories of agent179: 1536.6902094000002
avg return on 5 trajectories of agent180: 1603.7797838000001
avg return on 5 trajectories of agent181: 1596.5645505999998
avg return on 5 trajectories of agent182: 1371.1388422
avg return on 5 trajectories of agent183: 1586.3329294
avg return on 5 trajectories of agent184: 1297.2579970000002
avg return on 5 trajectories of agent185: 1485.0195324000001
avg return on 5 trajectories of agent186: 993.9701298
avg return on 5 trajectories of agent187: 1327.9476650000001
avg return on 5 trajectories of agent188: 1261.4872808
avg return on 5 trajectories of agent189: 2249.8744412
avg return on 5 trajectories of agent190: 2117.0163306000004
avg return on 5 trajectories of agent191: 2040.8980982
avg return on 5 trajectories of agent192: 2138.2762146
avg return on 5 trajectories of agent193: 2188.4080556
avg return on 5 trajectories of agent194: 1996.3251791999999
avg return on 5 trajectories of agent195: 1911.2471822
avg return on 5 trajectories of agent196: 1867.5355326000001
avg return on 5 trajectories of agent197: 1524.4388734
avg return on 5 trajectories of agent198: 1889.6572424
avg return on 5 trajectories of agent199: 1634.1650468
avg return on 5 trajectories of agent200: 1288.9953288000002
avg return on 5 trajectories of agent201: 1582.784633
avg return on 5 trajectories of agent202: 1302.6314358000002
avg return on 5 trajectories of agent203: 1141.1723836
avg return on 5 trajectories of agent204: 1284.369311
avg return on 5 trajectories of agent205: 722.2302264
avg return on 5 trajectories of agent206: 1053.761479
avg return on 5 trajectories of agent207: 357.617655
avg return on 5 trajectories of agent208: 909.6889046
avg return on 5 trajectories of agent209: 513.6159181999999
Pearson correlation coefficient: 0.02818505694034535
Spearman correlation coefficient: 0.04645327234501592
the best agent: 0, avg policy: 2251.6059240000004
5032
---------------------------------
Searching empty space policies
(10, 11472)
(210, 11472)
(210, 11472)
Average distance of agents to nearest neighbors: 0.01482330795376841
avg return on 5 trajectories of agent0: 2080.2583354
avg return on 5 trajectories of agent1: 1943.3162068000001
avg return on 5 trajectories of agent2: 2151.7481718000004
avg return on 5 trajectories of agent3: 1938.705458
avg return on 5 trajectories of agent4: 1753.585386
avg return on 5 trajectories of agent5: 1641.3191492
avg return on 5 trajectories of agent6: 1446.0172651999999
avg return on 5 trajectories of agent7: 1812.4568656
avg return on 5 trajectories of agent8: 1234.3868778
avg return on 5 trajectories of agent9: 1451.563304
avg return on 5 trajectories of agent10: 1003.7801843999999
avg return on 5 trajectories of agent11: 1174.119923
avg return on 5 trajectories of agent12: 1078.5449114
avg return on 5 trajectories of agent13: 1332.4909928
avg return on 5 trajectories of agent14: 916.5824688
avg return on 5 trajectories of agent15: 1112.031724
avg return on 5 trajectories of agent16: 1000.8768483999999
avg return on 5 trajectories of agent17: 819.1336668
avg return on 5 trajectories of agent18: 1177.319383
avg return on 5 trajectories of agent19: 995.8318385999999
avg return on 5 trajectories of agent20: 854.6487534
avg return on 5 trajectories of agent21: 1885.6029252
